63.0,0.0,0.0,0.0,0.0,0.0,4880.0,0.0,24241.07307692308,22470.87999999999
56.0,0.0,1.0,0.0,0.0,0.0,3629.0,0.0,15868.692307692305,15553.0
30.0,0.0,0.0,0.0,0.0,0.0,3892.0,0.0,25726.08307692307,24758.56190476192
63.0,0.0,1.0,0.0,0.0,0.0,1479.0,1.0,34318.32031249999,29945.809523809523
19.0,1.0,2.0,0.0,0.0,0.0,6589.0,0.0,26385.93999999999,25749.259259259266
38.0,0.0,1.0,0.0,0.0,0.0,6268.0,0.0,24387.219230769228,22526.07999999999
18.0,0.0,2.0,0.0,0.0,0.0,2074.0,0.0,22196.321874999994,19743.85806451612
31.0,1.0,1.0,0.0,0.0,0.0,686.0,0.0,26177.648148148142,25025.023076923066
42.0,1.0,1.0,0.0,0.0,0.0,4471.3,1.0,49012.870491803274,44936.666666666664
29.0,1.0,0.0,0.0,0.0,0.0,1705.0,0.0,38190.27551020408,33504.4375
20.0,1.0,2.0,0.0,0.0,0.0,968.0,0.0,23839.356896551722,23448.425000000007
52.0,1.0,1.0,0.0,0.0,0.0,6061.0,0.0,21181.44999999999,20855.503333333334
29.0,1.0,1.0,0.0,0.0,0.0,4422.1,1.0,48131.69014084509,40280.15714285719
56.0,0.0,1.0,102876.0,12.0,1.0,1436.0,0.0,20028.756249999995,19611.206666666658
48.0,1.0,1.0,352704.0,48.0,2.0,7348.0,2.0,14193.927777777779,15616.68
25.0,1.0,1.0,0.0,0.0,0.0,3735.0,0.0,19197.183999999997,18263.620408163253
56.0,0.0,1.0,0.0,0.0,0.0,4803.0,0.0,17280.445652173912,17161.023255813943
45.0,0.0,1.0,162576.0,36.0,2.0,3050.0,0.0,25054.64333333333,24205.657142857137
26.0,1.0,1.0,0.0,0.0,0.0,5110.0,0.0,9065.565714285714,8969.916417910437
53.0,1.0,1.0,88440.0,12.0,1.0,7370.2,2.0,40164.240625000006,34382.012903225805
27.0,0.0,1.0,0.0,0.0,0.0,8694.0,0.0,23368.273913043482,20124.55454545454
58.0,1.0,1.0,0.0,0.0,0.0,4221.0,0.0,24213.790769230767,23955.260317460332
21.0,1.0,2.0,0.0,0.0,0.0,6780.0,0.0,11972.151612903222,11677.413793103447
